"","unique_identifier","dataset","population_id","plot","previous_generation","line","genealogy","pedigree","rep","treatment","block","row","col","trial","env","ADAPT","DF","DPM","FeSEED","FLCOL","GH","MEHA","MT2H","PHI","PLHA","POM","POM_corrected","PSC","seed_weight_PHI","SW100","SCP","SDBR","SSC","SSZ","total_weight_PHI","TSW","YDHA","YDHPL","ZnSEED","No_SEEDS","person","YdHa","POM_c2"
"70","13ACC02857.000","Pal13C_drt",65,2857,"1203103798","DAB_674",".24525-(M)F2-4W-(CM)W-(CM)W-3W-(CM)W-(M)W","SUG   47  x  BRB   25","R3","T62","B09",38,16,"trial9","drought",NA,35,66,NA,NA,NA,2.9,1.74,NA,47,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.9,1535.673617,966.4941613,NA,NA,NA,1203.6360779384,10.2
"71","13ACC02858.000","Pal13C_drt",65,2858,"1203104449","LPA_714",".  25094-  1W  F2_(CM)W_(CM)W- 7Z-(CM)Z","(SUG47 x SEA5) x (PVA773 x USA63) x CIM9314-36","R3","T213","B09",38,17,"trial9","drought",NA,37,68,NA,NA,NA,2.9,1.74,NA,33,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.4,1019.54023,913.8787879,NA,NA,NA,822.32872407291,11.5
"72","13ACC02859.000","Pal13C_drt",65,2859,"1203103814","DAB_646",".24697-(M)F2-1W-(CM)W-(CM)W-3W-(CM)W-(M)W","RAA   34  x  RMC   58","R3","T78","B09",38,18,"trial9","drought",NA,35,66,NA,NA,NA,2.8,1.68,NA,33,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.9,1285.119048,1112.212121,NA,NA,NA,1000.79352608422,11.5
"73","13ACC02860.000","Pal13C_drt",65,2860,NA,"DAB_066",NA,NA,"R3","T6","B08",37,18,"trial9","drought",NA,37,68,NA,NA,NA,3.3,1.98,NA,33,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.6,1660.949025,1694.168006,NA,NA,NA,1481.38696836371,12.6
"74","13ACC02861.000","Pal13C_drt",65,2861,"1203100376","DAB_914",".25126-(M)WF2-11W-(CM)W-6W-(CM)Z'","SAB645 x KATB9","R3","T143","B08",37,17,"trial9","drought",NA,30,62,NA,NA,NA,3.3,1.98,NA,34,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.8,1956.099366,1936.538372,NA,NA,NA,1744.62916404777,12.3
"75","13ACC02862.000","Pal13C_drt",65,2862,"1203101853","ACC_020","NA25608-3WF2-(CM)Z-2Z-(CM)Z","((RMA46 x SAB514) x (RMC57 x BRB263)) x AFR298","R3","T188","B08",37,16,"trial9","drought",NA,33,64,NA,NA,NA,3.3,1.98,NA,32,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,1584.760395,1666.96984,NA,NA,NA,1413.43494657448,12.1
"76","13ACC02863.000","Pal13C_drt",65,2863,"1203101098","DAB_930",".25117-(M)WF2-19W-(CM)W-2W-(CM)Z","SAB675 x KATB1","R3","T159","B08",37,15,"trial9","drought",NA,31,58,NA,NA,NA,2.6,1.56,NA,26,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.3,1892.874925,1930.732424,NA,NA,NA,1330.12832600042,11.3
"77","13ACC02864.000","Pal13C_drt",65,2864,"1203104425","LPA_760",".  25106-  3W  F2_(CM)W_(CM)W- 3Z-(CM)Z","(SUG47 X BRB25) X (SUG47 X USA63) X CMB106","R3","T216","B08",37,14,"trial9","drought",NA,34,65,NA,NA,NA,3,1.8,NA,27,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.6,1973.581395,2236.725581,NA,NA,NA,1600.20113136392,11.6
"78","13ACC02865.000","Pal13C_drt",65,2865,"1203103749","DAB_638",".24734-(M)F2-2W-(CM)W-(CM)W-5W-(CM)W-(M)W","SAB  560  x  RMC   57","R3","T117","B08",37,13,"trial9","drought",NA,33,63,NA,NA,NA,3,1.8,NA,35,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.3,1848.525194,1616.139169,NA,NA,NA,1498.80421118793,10.1
"79","13ACC02866.000","Pal13C_drt",65,2866,"1203100354","DAB_905",".25122-(M)WF2-30W-(CM)W-4W-(CM)Z'","SAB645 x KATB9","R3","T134","B08",37,12,"trial9","drought",NA,33,63,NA,NA,NA,2.7,1.62,NA,35,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.3,1768.934109,1391.898439,NA,NA,NA,1290.8438089252,12.7
"80","13ACC02867.000","Pal13C_drt",65,2867,"1203103785","DAB_650",".24697-(M)F2-1W-(CM)W-(CM)W-5W-(CM)W-(M)W","RAA   34  x  RMC   58","R3","T79","B08",37,11,"trial9","drought",NA,34,66,NA,NA,NA,2.9,1.74,NA,22,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.5,1759.402566,2365.596723,NA,NA,NA,1378.99120050283,11.8
"81","13ACC02868.000","Pal13C_drt",65,2868,"1203101851","ACC_016","NA25581-3WF2-(CM)Z-4Z-(CM)Z","((RMA71 x RMC65) x (RMX 2 x BRB266)) x AFR298","R3","T184","B08",37,10,"trial9","drought",NA,35,66,NA,NA,NA,2.7,1.62,NA,23,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.6,1201.234568,1438.347826,NA,NA,NA,902.05845380264,11.5
"82","13ACC02869.000","Pal13C_drt",65,2869,"1203103777","DAB_654",".24716-(M)F2-4W-(CM)W-(CM)W-5W-(CM)W-(M)W","SEQ 1006  x  BRB  266","R3","T87","B08",37,9,"trial9","drought",NA,32,62,NA,NA,NA,3.3,1.98,NA,29,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.8,1513.126615,1756.270409,NA,NA,NA,1349.5453593128,12.6
"83","13ACC02870.000","Pal13C_drt",65,2870,"1203101808","ACC_014","NA25583-1WF2-(CM)Z-2Z-(CM)Z","((RMA71 x RMC65) x (RMX 2 x BRB266)) x AND620","R3","T182","B08",37,8,"trial9","drought",NA,35,62,NA,NA,NA,3.3,1.98,NA,33,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.5,1037.878788,1058.636364,NA,NA,NA,952.584852294155,11.5
"84","13ACC02871.000","Pal13C_drt",65,2871,"1203103773","DAB_669",".24530-(M)F2-2W-(CM)W-(CM)W-7W-(CM)W-(M)W","PVA  773  x  RAA   30","R3","T71","B08",37,7,"trial9","drought",NA,33,61,NA,NA,NA,2.7,1.62,NA,28,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.1,1451.234568,1427.392857,NA,NA,NA,1089.79415461974,11.5
"85","13ACC02872.000","Pal13C_drt",65,2872,"1203103819","DAB_671",".24728-(M)F2-1W-(CM)W-(CM)W-4W-(CM)W-(M)W","SAB  514  x  BRB  214","R3","T93","B08",37,6,"trial9","drought",NA,34,63,NA,NA,NA,3.3,1.98,NA,19,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,1540.40404,2728.947368,NA,NA,NA,1373.87387387387,14
"86","13ACC02873.000","Pal13C_drt",65,2873,"1203103731","DAB_653",".24524-(M)F2-1W-(CM)W-(CM)W-5W-(CM)W-(M)W","SUG   47  x  RAA   30","R3","T56","B08",37,5,"trial9","drought",NA,35,63,NA,NA,NA,2.9,1.74,NA,35,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.9,1488.102112,1257.65887,NA,NA,NA,1166.35030379216,11.6
"87","13ACC02874.000","Pal13C_drt",65,2874,"1203101132","DAB_935",".25119-(M)WF2-13W-(CM)W-4W-(CM)Z","SAB713 x KATB1","R3","T164","B08",37,4,"trial9","drought",NA,31,58,NA,NA,NA,2.4,1.44,NA,19,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.1,1146.527778,1477.210526,NA,NA,NA,765.312696417348,11.5
"88","13ACC02875.000","Pal13C_drt",65,2875,NA,"DAB_520",NA,NA,"R3","T28","B08",37,3,"trial9","drought",NA,30,63,NA,NA,NA,3.3,1.98,NA,31,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.2,1391.120507,1510.487622,NA,NA,NA,1240.72910119422,10
"89","13ACC02876.000","Pal13C_drt",65,2876,"1203101823","ACC_019",".24768-(M)WF2-17Z_(CM)Z-2Z-(CM)Z","RMA44 x SAB514","R3","T187","B08",37,2,"trial9","drought",NA,33,62,NA,NA,NA,3.3,1.98,NA,32,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.6,1912.231619,2011.428634,NA,NA,NA,1705.50387596899,10.2
"90","13ACC02877.000","Pal13C_drt",65,2877,"1203103784","DAB_641",".24734-(M)F2-1W-(CM)W-(CM)W-4W-(CM)W-(M)W","SAB  560  x  RMC   57","R3","T111","B08",37,1,"trial9","drought",NA,32,60,NA,NA,NA,3.3,1.98,NA,28,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.7,1964.503759,2361.614161,NA,NA,NA,1752.12497381102,11.9
"91","13ACC02878.000","Pal13C_drt",65,2878,NA,"DAB_528",NA,NA,"R3","T27","B07",36,1,"trial9","drought",NA,32,61,NA,NA,NA,2.6,1.56,NA,22,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.3,1373.717949,1655.954545,NA,NA,NA,993.376807039598,11.5
"92","13ACC02879.000","Pal13C_drt",65,2879,"1203100337","DAB_917",".25123-(M)WF2-24W-(CM)W-2W-(CM)Z'","SAB650 x KATB9","R3","T146","B07",36,2,"trial9","drought",NA,32,63,NA,NA,NA,3.3,1.98,NA,21,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,1437.702607,2304.431894,NA,NA,NA,1282.27529855437,11.3
"93","13ACC02880.000","Pal13C_drt",65,2880,"1203103789","DAB_673",".24733-(M)F2-1W-(CM)W-(CM)W-6W-(CM)W-(M)W","SAB  560  x  BRB  263","R3","T106","B07",36,3,"trial9","drought",NA,33,60,NA,NA,NA,3,1.8,NA,36,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.1,1039.444444,883.5277778,NA,NA,NA,867.292583280955,11.5
"94","13ACC02881.000","Pal13C_drt",65,2881,"1203103739","DAB_660",".24734-(M)F2-3W-(CM)W-(CM)W-2W-(CM)W-(M)W","SAB  560  x  RMC   57","R3","T120","B07",36,4,"trial9","drought",NA,34,61,NA,NA,NA,3.3,1.98,NA,28,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.3,910.6060606,1094.678571,NA,NA,NA,835.771527341295,11.5
"95","13ACC02882.000","Pal13C_drt",65,2882,NA,"DAB_494",NA,NA,"R3","T19","B07",36,5,"trial9","drought",NA,33,61,NA,NA,NA,3.3,1.98,NA,36,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.2,1418.664553,1326.451357,NA,NA,NA,1265.29541169076,11.9
"96","13ACC02883.000","Pal13C_drt",65,2883,"1203103680","ACC_030",".25167-7WF2_(CM)Z-(CM)W-1Z-(CM)Z","AFR298 x (RMA68 x RMX19)","R3","T198","B07",36,6,"trial9","drought",NA,34,66,NA,NA,NA,3.3,1.98,NA,25,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.7,1129.79798,1521.16,NA,NA,NA,1036.95003142678,11.5
"97","13ACC02884.000","Pal13C_drt",65,2884,"1203103703","DAB_667",".24729-(M)F2-1W-(CM)W-(CM)W-8W-(CM)W-(M)W","SAB  514  x  RMA   69","R3","T98","B07",36,7,"trial9","drought",NA,31,58,NA,NA,NA,2.5,1.5,NA,22,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.1,1114,1291.227273,NA,NA,NA,774.58359522313,11.5
"98","13ACC02885.000","Pal13C_drt",65,2885,"1203103800","DAB_626",".24734-(M)F2-3W-(CM)W-(CM)W-4W-(CM)W-(M)W","SAB  560  x  RMC   57","R3","T122","B07",36,8,"trial9","drought",NA,31,58,NA,NA,NA,3.3,1.98,NA,31,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.6,1409.133192,1530.045911,NA,NA,NA,1256.79446888749,12.3
"99","13ACC02886.000","Pal13C_drt",65,2886,NA,"DAB_052",NA,NA,"R3","T11","B07",36,9,"trial9","drought",NA,36,68,NA,NA,NA,3.3,1.98,NA,34,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.9,1868.528894,1849.843605,NA,NA,NA,1666.525769956,11.1
"100","13ACC02887.000","Pal13C_drt",65,2887,"1203101829","ACC_009",".24780-(M)WF2-21Z_(CM)Z-1Z-(CM)Z","RAA34 x RMA60","R3","T177","B07",36,10,"trial9","drought",NA,35,68,NA,NA,NA,2.9,1.74,NA,36,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.8,1774.819567,1458.310078,NA,NA,NA,1391.07479572596,12
"101","13ACC02888.000","Pal13C_drt",65,2888,"1203103786","DAB_592",".24733-(M)F2-1W-(CM)W-(CM)W-4W-(CM)W-(M)W","SAB  560  x  BRB  263","R3","T104","B07",36,11,"trial9","drought",NA,32,63,NA,NA,NA,3,1.8,NA,26,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.1,1886.76292,2220.574821,NA,NA,NA,1529.80777288917,13.1
"102","13ACC02889.000","Pal13C_drt",65,2889,"1203101092","DAB_925",".25120-(M)WF2-2W-(CM)W-6W-(CM)Z","SAB725 x KATB1","R3","T154","B07",36,12,"trial9","drought",NA,30,58,NA,NA,NA,2.9,1.74,NA,34,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,2377.506014,2068.430233,NA,NA,NA,1863.45065996229,11.5
"103","13ACC02890.000","Pal13C_drt",65,2890,"1203103729","DAB_657",".24729-(M)F2-5W-(CM)W-(CM)W-4W-(CM)W-(M)W","SAB  514  x  RMA   69","R3","T101","B07",36,13,"trial9","drought",NA,33,60,NA,NA,NA,2.5,1.5,NA,28,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.4,1808.423256,1646.956894,NA,NA,NA,1221.9076052797,12.1
"104","13ACC02891.000","Pal13C_drt",65,2891,NA,"DAB_366",NA,NA,"R3","T46","B07",36,14,"trial9","drought",NA,32,61,NA,NA,NA,3.3,1.98,NA,39,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.4,2304.35518,1988.835778,NA,NA,NA,2055.2357008171,12.1
"105","13ACC02892.000","Pal13C_drt",65,2892,"1203104519","LPA_499",".  25034-  2W  F2_(CM)W_(CM)W- 2Z-(CM)Z","SAB675 X (SUG47 X BRB25) X (SUG47 X USA77)","R3","T205","B07",36,15,"trial9","drought",NA,33,62,NA,NA,NA,3.3,1.98,NA,36,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,355.5,1805.893235,1688.510174,NA,NA,NA,1610.66153362665,13.5
"106","13ACC02893.000","Pal13C_drt",65,2893,"1203101133","DAB_936",".25119-(M)WF2-13W-(CM)W-1W-(CM)Z","SAB713 x KATB1","R3","T165","B07",36,16,"trial9","drought",NA,30,58,NA,NA,NA,3.3,1.98,NA,32,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.4,1183.838384,1245.25,NA,NA,NA,1086.54934003771,11.5
"107","13ACC02894.000","Pal13C_drt",65,2894,"1203103698","DAB_648",".24529-(M)F2-3W-(CM)W-(CM)W-3W-(CM)W-(M)W","PVA  773  x  AFR  298","R3","T68","B07",36,17,"trial9","drought",NA,32,63,NA,NA,NA,3.3,1.98,NA,47,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.1,2287.320296,1638.110663,NA,NA,NA,2040.04242614708,12.1
"108","13ACC02895.000","Pal13C_drt",65,2895,"1203103722","DAB_636",".24716-(M)F2-4W-(CM)W-(CM)W-6W-(CM)W-(M)W","SEQ 1006  x  BRB  266","R3","T88","B07",36,18,"trial9","drought",NA,31,60,NA,NA,NA,2.5,1.5,NA,46,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.7,2771.333333,1536.282609,NA,NA,NA,1872.52252252252,14
"109","13ACC02896.000","Pal13C_drt",65,2896,"1203104551","LPA_471",".  25030- 31W  F2_(CM)W_(CM)W- 1Z-(CM)Z","SAB675 X (SUG47 X BRB25) X (SUG47 X USA63)","R3","T204","B06",35,18,"trial9","drought",NA,33,63,NA,NA,NA,3.3,1.98,NA,24,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.9,1356.564482,1902.581686,NA,NA,NA,1209.90886235072,11.8
"110","13ACC02897.000","Pal13C_drt",65,2897,"1203101810","ACC_021","NA25608-8WF2-(CM)Z-2Z-(CM)Z","((RMA46 x SAB514) x (RMC57 x BRB263)) x AFR298","R3","T189","B06",35,17,"trial9","drought",NA,31,66,NA,NA,NA,3,1.8,NA,35,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.6,1528.116279,1336.010233,NA,NA,NA,1239.01319924576,10.6
"111","13ACC02898.000","Pal13C_drt",65,2898,"1203103828","DAB_627",".24734-(M)F2-4W-(CM)W-(CM)W-2W-(CM)W-(M)W","SAB  560  x  RMC   57","R3","T124","B06",35,16,"trial9","drought",NA,31,58,NA,NA,NA,3.3,1.98,NA,37,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.3,1828.160677,1663.132118,NA,NA,NA,1630.52168447517,13.6
"112","13ACC02899.000","Pal13C_drt",65,2899,"1203103710","DAB_597",".24734-(M)F2-2W-(CM)W-(CM)W-4W-(CM)W-(M)W","SAB  560  x  RMC   57","R3","T116","B06",35,15,"trial9","drought",NA,31,58,NA,NA,NA,2.9,1.74,NA,37,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.4,2201.983427,1760.39648,NA,NA,NA,1725.87890215797,10.8
"113","13ACC02900.000","Pal13C_drt",65,2900,"1203100368","DAB_919",".25114-(M)WF2-13W-(CM)W-6W-(CM)Z'","SAB730 x KATB1","R3","T148","B06",35,14,"trial9","drought",NA,31,58,NA,NA,NA,3,1.8,NA,33,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.4,2208.612403,2047.986047,NA,NA,NA,1790.76681332495,12.2
"114","13ACC02901.000","Pal13C_drt",65,2901,NA,"DAB_084",NA,NA,"R3","T12","B06",35,13,"trial9","drought",NA,32,64,NA,NA,NA,3.3,1.98,NA,38,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.6,2017.420719,1787.010037,NA,NA,NA,1799.32118164676,13.6
"115","13ACC02902.000","Pal13C_drt",65,2902,"1203100343","DAB_912",".25126-(M)WF2-11W-(CM)W-5W-(CM)Z'","SAB645 x KATB9","R3","T141","B06",35,12,"trial9","drought",NA,32,63,NA,NA,NA,3,1.8,NA,33,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.8,2111.189922,1957.648837,NA,NA,NA,1711.77561282212,12.1
"116","13ACC02903.000","Pal13C_drt",65,2903,NA,"DAB_062",NA,NA,"R3","T9","B06",35,11,"trial9","drought",NA,33,60,NA,NA,NA,3.3,1.98,NA,37,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,2283.826638,2077.664991,NA,NA,NA,2036.92646134507,13
"117","13ACC02904.000","Pal13C_drt",65,2904,"1203103762","DAB_643",".24524-(M)F2-2W-(CM)W-(CM)W-6W-(CM)W-(M)W","SUG   47  x  RAA   30","R3","T58","B06",35,10,"trial9","drought",NA,34,60,NA,NA,NA,2.6,1.56,NA,44,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.3,1713.953488,1033.046512,NA,NA,NA,1204.3997485858,12
"118","13ACC02905.000","Pal13C_drt",65,2905,"1203103651","ACC_031",".25167-7WF2_(CM)Z-(CM)W-3Z-(CM)Z","AFR298 x (RMA68 x RMX19)","R3","T199","B06",35,9,"trial9","drought",NA,33,63,NA,NA,NA,3.3,1.98,NA,38,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.6,1517.290345,1343.999816,NA,NA,NA,1353.25895663105,12.3
"119","13ACC02906.000","Pal13C_drt",65,2906,NA,"DAB_064",NA,NA,"R3","T15","B06",35,8,"trial9","drought",NA,33,64,NA,NA,NA,3,1.8,NA,52,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.6,2045.263566,1203.558945,NA,NA,NA,1658.32181018228,12.2
"120","13ACC02907.000","Pal13C_drt",65,2907,NA,"DAB_105",NA,NA,"R3","T5","B06",35,7,"trial9","drought",NA,34,64,NA,NA,NA,3.3,1.98,NA,51,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,355.7,1840.331806,1214.618992,NA,NA,NA,1641.37701655143,11.9
"121","13ACC02908.000","Pal13C_drt",65,2908,NA,"DAB_053",NA,NA,"R3","T16","B06",35,6,"trial9","drought",NA,34,63,NA,NA,NA,3.3,1.98,NA,36,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.3,2390.40404,2235.027778,NA,NA,NA,2131.98198198198,14
"122","13ACC02909.000","Pal13C_drt",65,2909,"1203103743","DAB_677",".24729-(M)F2-5W-(CM)W-(CM)W-7W-(CM)W-(M)W","SAB  514  x  RMA   69","R3","T102","B06",35,5,"trial9","drought",NA,32,65,NA,NA,NA,3,1.8,NA,24,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.5,1169.444444,1491.041667,NA,NA,NA,975.762099308611,11.5
"123","13ACC02910.000","Pal13C_drt",65,2910,"1203103759","DAB_685",".24524-(M)F2-1W-(CM)W-(CM)W-6W-(CM)W-(M)W","SUG   47  x  RAA   30","R3","T57","B06",35,4,"trial9","drought",NA,33,62,NA,NA,NA,2.3,1.38,NA,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.1,957.2463768,1247.611111,NA,NA,NA,612.342866121936,11.5
"124","13ACC02911.000","Pal13C_drt",65,2911,"1203103772","DAB_587",".24716-(M)F2-4W-(CM)W-(CM)W-3W-(CM)W-(M)W","SEQ 1006  x  BRB  266","R3","T85","B06",35,3,"trial9","drought",NA,31,60,NA,NA,NA,3,1.8,NA,35,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.4,1700.081395,1486.356877,NA,NA,NA,1378.44437460717,12.1
"125","13ACC02912.000","Pal13C_drt",65,2912,"1203103832","DAB_647",".24523-(M)F2-2W-(CM)W-(CM)W-3W-(CM)W-(M)W","SUG   47  x  AFR  298","R3","T50","B06",35,2,"trial9","drought",NA,31,63,NA,NA,NA,3,1.8,NA,23,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.1,2055.401163,2734.577199,NA,NA,NA,1666.54148334381,10.9
"126","13ACC02913.000","Pal13C_drt",65,2913,"1203100377","DAB_902",".25127-(M)WF2-7W-(CM)W-1W-(CM)Z'","SAB626 x KATB9","R3","T131","B06",35,1,"trial9","drought",NA,31,63,NA,NA,NA,3.3,1.98,NA,34,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.6,1743.424947,1725.990698,NA,NA,NA,1554.94657448146,13.6
"127","13ACC02914.000","Pal13C_drt",65,2914,"1203101838","ACC_005",".25249-4WF2_(CM)W_(CM)Z-4W_(M)W","SAB659 x (VAX6 x BRB264)","R3","T173","B05",34,1,"trial9","drought",NA,32,62,NA,NA,NA,3.3,1.98,NA,36,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.6,2069.922481,1935.377519,NA,NA,NA,1846.14707730987,13.1
"128","13ACC02915.000","Pal13C_drt",65,2915,NA,"DAB_231",NA,NA,"R3","T33","B05",34,2,"trial9","drought",NA,32,66,NA,NA,NA,2.9,1.74,NA,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.5,2518.811815,2403.433983,NA,NA,NA,1974.20385501781,11
"129","13ACC02916.000","Pal13C_drt",65,2916,NA,"DAB_541",NA,NA,"R3","T23","B05",34,3,"trial9","drought",NA,31,60,NA,NA,NA,2.9,1.74,NA,38,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.2,2260.404972,1759.546818,NA,NA,NA,1771.66876178504,11.5
"130","13ACC02917.000","Pal13C_drt",65,2917,"1203103783","DAB_593",".24734-(M)F2-1W-(CM)W-(CM)W-1W-(CM)W-(M)W","SAB  560  x  RMC   57","R3","T109","B05",34,4,"trial9","drought",NA,33,63,NA,NA,NA,2.8,1.68,NA,37,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.2,2027.183001,1564.766122,NA,NA,NA,1534.08443327048,11.3
"131","13ACC02918.000","Pal13C_drt",65,2918,"1203101058","DAB_931",".25120-(M)WF2-8W-(CM)W-5W-(CM)Z","SAB725 x KATB1","R3","T160","B05",34,5,"trial9","drought",NA,31,58,NA,NA,NA,2.9,1.74,NA,30,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.5,1940.617482,1913.448837,NA,NA,NA,1521.02451288498,12.4
"132","13ACC02919.000","Pal13C_drt",65,2919,"1203103799","DAB_588",".24721-(M)F2-1W-(CM)W-(CM)W-6W-(CM)W-(M)W","SEQ 1027  x  RMA   70","R3","T89","B05",34,6,"trial9","drought",NA,33,66,NA,NA,NA,2.9,1.74,NA,30,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.3,2568.700214,2532.738411,NA,NA,NA,2013.30557301488,11.9
"133","13ACC02920.000","Pal13C_drt",65,2920,"1203101820","ACC_013","NA25581-7WF2-(CM)Z-3Z-(CM)Z","((RMA71 x RMC65) x (RMX 2 x BRB266)) x AFR298","R3","T181","B05",34,7,"trial9","drought",NA,33,65,NA,NA,NA,2.7,1.62,NA,31,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.5,1781.481481,1582.645161,NA,NA,NA,1300,11.2
"134","13ACC02921.000","Pal13C_drt",65,2921,"1203100375","DAB_916",".25121-(M)WF2-14W-(CM)W-1W-(CM)Z'","SAB730 x KATB1","R3","T145","B05",34,8,"trial9","drought",NA,32,60,NA,NA,NA,3.3,1.98,NA,37,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.7,2269.571882,2064.697014,NA,NA,NA,2024.2127592709,12.9
"135","13ACC02922.000","Pal13C_drt",65,2922,"1203103721","DAB_596",".24734-(M)F2-1W-(CM)W-(CM)W-5W-(CM)W-(M)W","SAB  560  x  RMC   57","R3","T112","B05",34,9,"trial9","drought",NA,33,63,NA,NA,NA,3.3,1.98,NA,30,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.6,1918.75969,2152.848372,NA,NA,NA,1711.32620993086,11.6
"136","13ACC02923.000","Pal13C_drt",65,2923,NA,"DAB_251",NA,NA,"R3","T47","B05",34,10,"trial9","drought",NA,34,63,NA,NA,NA,3.3,1.98,NA,35,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.5,2225.070472,2139.88206,NA,NA,NA,1984.52231301069,13
"137","13ACC02924.000","Pal13C_drt",65,2924,"1203103802","DAB_658",".24729-(M)F2-1W-(CM)W-(CM)W-2W-(CM)W-(M)W","SAB  514  x  RMA   69","R3","T95","B05",34,11,"trial9","drought",NA,31,58,NA,NA,NA,2.6,1.56,NA,32,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.1,1854.836762,1537.195967,NA,NA,NA,1303.39880578253,12.1
"138","13ACC02925.000","Pal13C_drt",65,2925,NA,"DAB_109",NA,NA,"R3","T1","B05",34,12,"trial9","drought",NA,32,62,NA,NA,NA,3.3,1.98,NA,39,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.6,2166.983791,1870.273703,NA,NA,NA,1932.71527341295,11
"139","13ACC02926.000","Pal13C_drt",65,2926,NA,"DAB_396",NA,NA,"R3","T40","B05",34,13,"trial9","drought",NA,33,60,NA,NA,NA,3.3,1.98,NA,38,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.3,2015.870918,1785.63724,NA,NA,NA,1797.93892729939,12.5
