"","unique_identifier","dataset","population_id","plot","previous_generation","line","genealogy","pedigree","rep","treatment","block","row","col","trial","env","ADAPT","DF","DPM","FeSEED","FLCOL","GH","MEHA","MT2H","PHI","PLHA","POM","POM_corrected","PSC","seed_weight_PHI","SW100","SCP","SDBR","SSC","SSZ","total_weight_PHI","TSW","YDHA","YDHPL","ZnSEED","No_SEEDS","person","YdHa","POM_c2"
"8987","17ACC01947.000","Pal17C_drt",65,1947,"16ACC01305.000","KAT_B9",NA,NA,"R3","T121","B16",51,14,"trial2","drought",NA,29,NA,NA,"4","1",NA,NA,NA,50,7.84,9.9,NA,NA,24,NA,NA,NA,NA,NA,90.72,NA,323.1531,NA,NA,NA,211.6895,10.9
"8988","17ACC01949.000","Pal17C_drt",65,1949,"16ACC01074.000","DAB_251",NA,"(SAB  628xCAL  143) X SAB  659","R3","T48","B16",51,15,"trial2","drought",NA,31,NA,NA,"1","1",NA,NA,NA,45,8.63,9.9,NA,NA,31,NA,NA,NA,NA,NA,122.47,NA,484.7217,NA,NA,NA,285.7762,10.9
"8989","17ACC01951.000","Pal17C_drt",65,1951,"16ACC01179.000","DAA_094","SA  26733-(M)CF2-6C-(CM)C-(M)C","DAB  295 x DAB  525","R3","T193","B16",51,16,"trial2","drought",NA,29,NA,NA,"Mezcla","1",NA,NA,NA,41,9.49,9.9,NA,NA,31,NA,NA,NA,NA,NA,149.69,NA,650.2557,NA,NA,NA,349.2923,10.9
"8990","17ACC01953.000","Pal17C_drt",65,1953,"14ACB01067.000","NDZ_001","NA  26691-12C F2-(CM)C-4C-(CM)C-(M)C","(NUA357 x MAZ21) x (NUA432 x (NUA240 x (DAB74 x SAB712)))","R3","T294","B16",51,17,"trial2","drought",NA,31,NA,NA,"1","1",NA,NA,NA,5,0.61,9.9,NA,NA,14,NA,NA,NA,NA,NA,27.22,NA,969.6017,NA,NA,NA,63.51618,10.9
"8991","17ACC01955.000","Pal17C_drt",65,1955,"16ACC01017.000","SAP_001-16",NA,NA,"R3","T139","B16",51,18,"trial2","drought",NA,31,NA,NA,"4","1",NA,NA,NA,56,12.8,9.9,NA,NA,33,NA,NA,NA,NA,NA,222.26,NA,706.8846,NA,NA,NA,518.6299,10.9
"8992","17ACC01957.000","Pal17C_drt",65,1957,"16ACC00985.000","DAB_380",NA,"(CAL  143xSAB  616) X SAB  629","R3","T37","B16",51,19,"trial2","drought",NA,30,NA,NA,"4","1",NA,NA,NA,52,9.04,9.9,NA,NA,34,NA,NA,NA,NA,NA,235.87,NA,807.8758,NA,NA,NA,550.388,10.9
"8993","17ACC01959.000","Pal17C_drt",65,1959,"13ACD02543.000","DAA_128","SA  26339-(M)Z  F2-4C-(CM)C-3C-(CM)C-(CM)C","DAB74 x DAB395","R3","T343","B16",51,20,"trial2","drought",NA,33,NA,NA,"1","1",NA,NA,NA,35,10.1,9.9,NA,NA,42,NA,NA,NA,NA,NA,149.69,NA,761.7281,NA,NA,NA,349.2923,10.9
"8994","17ACC01961.000","Pal17C_drt",65,1961,"16ACC01356.000","DAB_520",NA,"(KAT   B1xSAB  618) X (SAB  623xSAB  627)","R3","T53","B16",51,21,"trial2","drought",NA,29,NA,NA,"4","1",NA,NA,NA,57,12.9,12.9,NA,NA,33,NA,NA,NA,NA,NA,244.94,NA,739.8667,NA,NA,NA,558.7229,12.9
"8995","17ACC01963.000","Pal17C_drt",65,1963,"16ACC01028.000","DAB_580",NA,"BRB211xRMC57","R3","T67","B16",50,21,"trial2","drought",NA,34,NA,NA,"1","1",NA,NA,NA,40,9.3,9.3,NA,NA,40,NA,NA,NA,NA,NA,258.55,NA,1158.89,NA,NA,NA,614.1443,9.3
"8996","17ACC01965.000","Pal17C_drt",65,1965,"13ACD02531.000","DAA_129","SA  26316-(M)Z  F2-5C-(CM)C-2C-(CM)C-(CM)C","DAB62 x DAB525","R3","T344","B16",50,20,"trial2","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4.34,9.9,NA,NA,53,NA,NA,NA,NA,NA,72.57,NA,2154.176,NA,NA,NA,169.3376,10.9
"8997","17ACC01967.000","Pal17C_drt",65,1967,"17ACA01271.000","MIB_465",NA,NA,"R3","T353","B16",50,19,"trial2","drought",NA,35,NA,NA,"5","2",NA,NA,NA,23,4.44,9.9,NA,NA,16,NA,NA,NA,NA,NA,68.04,NA,526.88,NA,NA,NA,158.7671,10.9
"8998","17ACC01969.000","Pal17C_drt",65,1969,"16ACC01175.000","DAB_621",NA,"SAB560xRMC57","R3","T81","B16",50,18,"trial2","drought",NA,NA,NA,NA,"4","1",NA,NA,NA,32,8.11,9.9,NA,NA,30,NA,NA,NA,NA,NA,167.83,NA,934.1032,NA,NA,NA,391.6209,10.9
"8999","17ACC01971.000","Pal17C_drt",65,1971,"14ACB00970.000","DAN_048","NA  26684-47C F2-(CM)C-1C-(CM)C-(M)C","(NUA537 x MAZ32) x DAB261","R3","T292","B16",50,17,"trial2","drought",NA,31,NA,NA,"1","1",NA,NA,NA,64,9.39,9.9,NA,NA,27,NA,NA,NA,NA,NA,149.69,NA,416.5701,NA,NA,NA,349.2923,10.9
"9000","17ACC01973.000","Pal17C_drt",65,1973,"15ACD00402.000","DAA_035","AS  17543-3C F2-(CM)C-11C-(CM)C-(M)C","(DAB  555xSAA   17) X (SAP    1-15xSAB  659)","R3","T246","B16",50,16,"trial2","drought",NA,31,NA,NA,"Mezcla","1",NA,NA,NA,50,10.8,9.9,NA,NA,36,NA,NA,NA,NA,NA,163.29,NA,581.6542,NA,NA,NA,381.0271,10.9
"9001","17ACC01975.000","Pal17C_drt",65,1975,"15ACD00396.000","DAA_032","AS  17570-3C F2-(CM)C-3C-(CM)C-(M)C","(SAP    1-15xSAB  659) X DAB  441","R3","T251","B16",50,15,"trial2","drought",NA,31,NA,NA,"4","1",NA,NA,NA,72,10.7,9.9,NA,NA,32,NA,NA,NA,NA,NA,172.36,NA,426.3627,NA,NA,NA,402.1914,10.9
"9002","17ACC01977.000","Pal17C_drt",65,1977,"15ACD01125.000","DAA_053","AS  17573-5C F2-(CM)C-7C-(CM)C-(M)C","DAB  489 X (SAB  659xSAA   17)","R3","T262","B16",50,14,"trial2","drought",NA,32,NA,NA,"1","1",NA,NA,NA,32,0.01,9.9,NA,NA,24,NA,NA,NA,NA,NA,13.61,NA,75.75013,NA,NA,NA,31.75809,10.9
"9003","17ACC01979.000","Pal17C_drt",65,1979,"14ACB00916.000","DAA_146","SZ  17572-2C F2-(CM)C-5C-(CM)C-(M)C","(SAB  659xMAZ   21) X DAB  489","R3","T337","B16",50,13,"trial2","drought",NA,32,NA,NA,"4","1",NA,NA,NA,58,12.6,12.6,NA,NA,30,NA,NA,NA,NA,NA,240.4,NA,716.0913,NA,NA,NA,550.2556,12.6
"9004","17ACC01981.000","Pal17C_drt",65,1981,"16ACC01139.000","DAB_932",NA,NA,"R3","T217","B15",49,13,"trial2","drought",NA,28,NA,NA,"1","1",NA,NA,NA,55,13.2,9.9,NA,NA,34,NA,NA,NA,NA,NA,195.04,NA,631.5915,NA,NA,NA,455.1138,10.9
"9005","17ACC01983.000","Pal17C_drt",65,1983,"14ACB01208.000","DAN_063","NA  26682-26C F2-(CM)C-3C-(CM)C-(M)C","(NUA537 x MAZ21) x DAB441","R3","T286","B15",49,14,"trial2","drought",NA,34,NA,NA,"4","1",NA,NA,NA,0,0,9.9,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,10.9
"9006","17ACC01985.000","Pal17C_drt",65,1985,"14ACB01107.000","DAN_045","NA  26678-4C F2-(CM)C-3C-(CM)C-(M)C","(MAZ48 x NUA103) x DAB494","R3","T273","B15",49,15,"trial2","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.9,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,10.9
"9007","17ACC01987.000","Pal17C_drt",65,1987,"15ACD01122.000","DAA_063","AS  17541-10C F2-(CM)C-1C-(CM)C-(M)C","(SAB  659xSAA   20) X (SAP    1-15xDAB  528)","R3","T232","B15",49,16,"trial2","drought",NA,30,NA,NA,"1","1",NA,NA,NA,57,10.8,9.9,NA,NA,42,NA,NA,NA,NA,NA,185.97,NA,581.0899,NA,NA,NA,433.9495,10.9
"9008","17ACC01989.000","Pal17C_drt",65,1989,"14ACB00899.000","DAA_143","SZ  17550-7C F2-(CM)C-2C-(CM)C-(M)C","(DAB  528xMAZ   21) X (DAB  555xSAA   17)","R3","T333","B15",49,17,"trial2","drought",NA,32,NA,NA,"4","1",NA,NA,NA,44,12.2,12.2,NA,NA,26,NA,NA,NA,NA,NA,249.48,NA,984.0747,NA,NA,NA,573.6524,12.2
"9009","17ACC01991.000","Pal17C_drt",65,1991,"15ACD01132.000","DAA_069","AS  17570-5C F2-(CM)C-1C-(CM)C-(M)C","(SAP    1-15xSAB  659) X DAB  441","R3","T252","B15",49,18,"trial2","drought",NA,32,NA,NA,"4","1",NA,NA,NA,49,10.8,9.9,NA,NA,38,NA,NA,NA,NA,NA,222.26,NA,807.8682,NA,NA,NA,518.6299,10.9
"9010","17ACC01993.000","Pal17C_drt",65,1993,"15ACD00420.000","DAA_043","AS  17570-2C F2-(CM)C-5C-(CM)C-(M)C","(SAP    1-15xSAB  659) X DAB  441","R3","T250","B15",49,19,"trial2","drought",NA,31,NA,NA,"4","1",NA,NA,NA,58,11,11,NA,NA,39,NA,NA,NA,NA,NA,272.16,NA,825.5374,NA,NA,NA,634.3558,11
"9011","17ACC01995.000","Pal17C_drt",65,1995,"16ACC01348.000","DAB_049",NA,"SEQ11 x NATALSUGAR","R3","T127","B15",49,20,"trial2","drought",NA,35,NA,NA,"5","1",NA,NA,NA,40,12.3,9.9,NA,NA,23,NA,NA,NA,NA,NA,222.26,NA,989.6385,NA,NA,NA,518.6299,10.9
"9012","17ACC01997.000","Pal17C_drt",65,1997,"15ACD00445.000","DAA_034","AS  17541-14C F2-(CM)C-2C-(CM)C-(M)C","(SAB  659xSAA   20) X (SAP    1-15xDAB  528)","R3","T233","B15",49,21,"trial2","drought",NA,NA,NA,NA,"4","1",NA,NA,NA,51,10.9,10.9,NA,NA,39,NA,NA,NA,NA,NA,281.23,NA,971.2245,NA,NA,NA,656.2328,10.9
"9013","17ACC01999.000","Pal17C_drt",65,1999,"16ACC01321.000","DAB_912",NA,"SAB645 x KATB9","R3","T7","B15",48,21,"trial2","drought",NA,31,NA,NA,"4","1",NA,NA,NA,91,13.1,13.1,NA,NA,37,NA,NA,NA,NA,NA,535.24,NA,1010.363,NA,NA,NA,1218.111,13.1
"9014","17ACC02001.000","Pal17C_drt",65,2001,"14ACB01056.000","NDZ_004","NA  26682-11C F2-(CM)C-3C-(CM)C-(M)C","(NUA537 x MAZ21) x DAB441","R3","T284","B15",48,20,"trial2","drought",NA,31,NA,NA,"4","1",NA,NA,NA,70,12.4,12.4,NA,NA,27,NA,NA,NA,NA,NA,340.19,NA,841.5464,NA,NA,NA,780.4485,12.4
"9015","17ACC02003.000","Pal17C_drt",65,2003,"16ACC01212.000","DAA_052","AS  17540-12C F2-(CM)C-1C-(CM)C-(M)C","(SAB  659xSAA   17) X (SAP    1-15xDAB  528)","R3","T177","B15",48,19,"trial2","drought",NA,30,NA,NA,"1","1",NA,NA,NA,61,8.63,8.63,NA,NA,41,NA,NA,NA,NA,NA,276.69,NA,819.2524,NA,NA,NA,662.0879,8.63
"9016","17ACC02005.000","Pal17C_drt",65,2005,"16ACC01279.000","NUA_184",NA,"SUG131 x (SUG131 x G21242)","R3","T8","B15",48,18,"trial2","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.42,9.9,NA,NA,13,NA,NA,NA,NA,NA,13.61,NA,161.6003,NA,NA,NA,31.75809,10.9
"9017","17ACC02007.000","Pal17C_drt",65,2007,"14ACB01155.000","DAN_067","NA  26682-5C F2-(CM)C-3C-(CM)C-(M)C","(NUA537 x MAZ21) x DAB441","R3","T288","B15",48,17,"trial2","drought",NA,32,NA,NA,"4","1",NA,NA,NA,8,0.36,9.9,NA,NA,12,NA,NA,NA,NA,NA,9.07,NA,201.9261,NA,NA,NA,21.16428,10.9
"9018","17ACC02009.000","Pal17C_drt",65,2009,"16ACC01363.000","NDZ_012","NA  26683-5C F2-(CM)C-4C-(CM)C-(M)C","(NUA537 x MAZ26) x DAB525","R3","T178","B15",48,16,"trial2","drought",NA,31,NA,NA,"1","1",NA,NA,NA,51,7.82,9.9,NA,NA,28,NA,NA,NA,NA,NA,117.93,NA,411.8408,NA,NA,NA,275.1824,10.9
"9019","17ACC02011.000","Pal17C_drt",65,2011,"17ACA00303.000","DOR_500",NA,NA,"R3","T356","B15",48,15,"trial2","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,48,10.2,9.9,NA,NA,15,NA,NA,NA,NA,NA,145.15,NA,538.581,NA,NA,NA,338.6985,10.9
"9020","17ACC02013.000","Pal17C_drt",65,2013,"16ACC01271.000","DAA_086","SA  26744-(M)CF2-2C-(CM)C-(M)C","DAB  525 x DAB  302","R3","T190","B15",48,14,"trial2","drought",NA,29,NA,NA,"1","1",NA,NA,NA,50,8.31,9.9,NA,NA,30,NA,NA,NA,NA,NA,145.15,NA,517.0378,NA,NA,NA,338.6985,10.9
"9021","17ACC02015.000","Pal17C_drt",65,2015,"16ACC01114.000","DAB_277",NA,"(SAB  628xCAL  143) X SAB  659","R3","T44","B15",48,13,"trial2","drought",NA,29,NA,NA,"4","1",NA,NA,NA,54,9.65,9.9,NA,NA,36,NA,NA,NA,NA,NA,213.19,NA,703.1506,NA,NA,NA,497.4657,10.9
"9022","17ACC02017.000","Pal17C_drt",65,2017,"15ACD01109.000","DAA_050","AS  17573-15C F2-(CM)C-4C-(CM)C-(M)C","DAB  489 X (SAB  659xSAA   17)","R3","T254","B14",47,13,"trial2","drought",NA,28,NA,NA,"4","1",NA,NA,NA,40,10.4,9.9,NA,NA,28,NA,NA,NA,NA,NA,158.76,NA,706.8974,NA,NA,NA,370.4566,10.9
"9023","17ACC02019.000","Pal17C_drt",65,2019,"15ACD00441.000","DAA_030","AS  17570-5C F2-(CM)C-2C-(CM)C-(M)C","(SAP    1-15xSAB  659) X DAB  441","R3","T253","B14",47,14,"trial2","drought",NA,33,NA,NA,"4","2",NA,NA,NA,33,9.84,9.9,NA,NA,38,NA,NA,NA,NA,NA,140.61,NA,758.8877,NA,NA,NA,328.1047,10.9
"9024","17ACC02021.000","Pal17C_drt",65,2021,"16ACC01188.000","DAB_244",NA,"(SAB  628xCAL  143) X SAB  659","R3","T40","B14",47,15,"trial2","drought",NA,31,NA,NA,"4","1",NA,NA,NA,60,12.6,9.9,NA,NA,32,NA,NA,NA,NA,NA,213.19,NA,632.8355,NA,NA,NA,497.4657,10.9
"9025","17ACC02023.000","Pal17C_drt",65,2023,"16ACC01307.000","DAB_573",NA,"PVA773xAFR298","R3","T63","B14",47,16,"trial2","drought",NA,34,NA,NA,"1","1",NA,NA,NA,55,10.1,9.9,NA,NA,29,NA,NA,NA,NA,NA,131.54,NA,425.9616,NA,NA,NA,306.9404,10.9
"9026","17ACC02025.000","Pal17C_drt",65,2025,"16ACC01011.000","CMB_012",NA,NA,"R3","T152","B14",47,17,"trial2","drought",NA,35,NA,NA,"1","2B",NA,NA,NA,3,0.29,9.9,NA,NA,11,NA,NA,NA,NA,NA,9.07,NA,538.4697,NA,NA,NA,21.16428,10.9
"9027","17ACC02027.000","Pal17C_drt",65,2027,"16ACC01015.000","DAB_267",NA,"(SAB  628xCAL  143) X SAB  686","R3","T43","B14",47,18,"trial2","drought",NA,NA,NA,NA,"4","1",NA,NA,NA,32,10.4,9.9,NA,NA,33,NA,NA,NA,NA,NA,190.51,NA,1060.335,NA,NA,NA,444.5433,10.9
"9028","17ACC02029.000","Pal17C_drt",65,2029,"16ACC00974.000","CAL_143",NA,"BOLAxAND277","R3","T29","B14",47,19,"trial2","drought",NA,34,NA,NA,"4","1",NA,NA,NA,48,6.13,9.9,NA,NA,31,NA,NA,NA,NA,NA,99.79,NA,370.2721,NA,NA,NA,232.8538,10.9
"9029","17ACC02031.000","Pal17C_drt",65,2031,"16ACC01316.000","ACC_004",NA,"((RMA71 x RMC65) x (RMX 2 x BRB266)) x AFR298","R3","T15","B14",47,20,"trial2","drought",NA,32,NA,NA,"1","1",NA,NA,NA,61,11.5,9.9,NA,NA,35,NA,NA,NA,NA,NA,195.04,NA,569.4677,NA,NA,NA,455.1138,10.9
"9030","17ACC02033.000","Pal17C_drt",65,2033,"16ACC01138.000","TIO_CANELA_75",NA,NA,"R3","T126","B14",47,21,"trial2","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,70,11.3,11.3,NA,NA,18,NA,NA,NA,NA,NA,471.74,NA,1181.623,NA,NA,NA,1095.834,11.3
"9031","17ACC02035.000","Pal17C_drt",65,2035,"15ACD00405.000","DAA_025","AS  17542-1C F2-(CM)C-5C-(CM)C-(M)C","(SAB  659xSAA   20) X (SAP    1-16xDAB  555)","R3","T241","B14",46,21,"trial2","drought",NA,32,NA,NA,"1","1",NA,NA,NA,62,11.1,11.1,NA,NA,32,NA,NA,NA,NA,NA,317.51,NA,899.9491,NA,NA,NA,739.2269,11.1
"9032","17ACC02037.000","Pal17C_drt",65,2037,"16ACC01050.000","DAB_402",NA,"(SAB  628xCAL  143) X SAB  659","R3","T50","B14",46,20,"trial2","drought",NA,32,NA,NA,"4","1",NA,NA,NA,42,10.2,9.9,NA,NA,40,NA,NA,NA,NA,NA,181.44,NA,769.4121,NA,NA,NA,423.379,10.9
"9033","17ACC02039.000","Pal17C_drt",65,2039,"14ACB01220.000","NDZ_013","NA  26692-49C F2-(CM)C-6C-(CM)C-(M)C","(NUA357 x MAZ26) x (NUA432 x (NUA381 x (DAB65 x SAB650)))","R3","T302","B14",46,19,"trial2","drought",NA,34,NA,NA,"1","1",NA,NA,NA,37,10.7,9.9,NA,NA,28,NA,NA,NA,NA,NA,145.15,NA,698.6997,NA,NA,NA,338.6985,10.9
"9034","17ACC02041.000","Pal17C_drt",65,2041,"16ACC00995.000","RAA_030",NA,"AFR291 x ( DRK9 x AFR188 )","R3","T108","B14",46,18,"trial2","drought",NA,33,NA,NA,"4","2",NA,NA,NA,52,9,9.9,NA,NA,31,NA,NA,NA,NA,NA,172.36,NA,590.3484,NA,NA,NA,402.1914,10.9
"9035","17ACC02043.000","Pal17C_drt",65,2043,"16ACC01037.000","DAB_928",NA,"SAB725 x KATB1","R3","T26","B14",46,17,"trial2","drought",NA,31,NA,NA,"4","1",NA,NA,NA,83,12,9.9,NA,NA,28,NA,NA,NA,NA,NA,231.33,NA,496.397,NA,NA,NA,539.7942,10.9
"9036","17ACC02045.000","Pal17C_drt",65,2045,"16ACC01120.000","AFR_722",NA,NA,"R3","T219","B14",46,16,"trial2","drought",NA,34,NA,NA,"1","1",NA,NA,NA,40,7.15,9.9,NA,NA,36,NA,NA,NA,NA,NA,127.01,NA,565.5268,NA,NA,NA,296.37,10.9
"9037","17ACC02047.000","Pal17C_drt",65,2047,"14ACB01029.000","DAN_051","NA  26679-5C F2-(CM)C-4C-(CM)C-(M)C","(NUA357 x MAZ21) x DAB525","R3","T279","B14",46,15,"trial2","drought",NA,33,NA,NA,"1","1",NA,NA,NA,37,8,9.9,NA,NA,32,NA,NA,NA,NA,NA,108.86,NA,524.0128,NA,NA,NA,254.0181,10.9
"9038","17ACC02049.000","Pal17C_drt",65,2049,"15ACD00617.000","DAA_080","SA  26730-(M)CF2-1C-(CM)C-(M)C","DAB   74 x DAB  525","R3","T314","B14",46,14,"trial2","drought",NA,31,NA,NA,"1","1",NA,NA,NA,45,9.81,9.9,NA,NA,29,NA,NA,NA,NA,NA,131.54,NA,520.6197,NA,NA,NA,306.9404,10.9
"9039","17ACC02051.000","Pal17C_drt",65,2051,"15ACD01102.000","DAA_071","AS  17573-5C F2-(CM)C-1C-(CM)C-(M)C","DAB  489 X (SAB  659xSAA   17)","R3","T261","B14",46,13,"trial2","drought",NA,32,NA,NA,"4","1",NA,NA,NA,35,10.6,9.9,NA,NA,34,NA,NA,NA,NA,NA,181.44,NA,923.2945,NA,NA,NA,423.379,10.9
"9040","17ACC02053.000","Pal17C_drt",65,2053,"15ACD01097.000","DAA_066","AS  17540-7C F2-(CM)C-4C-(CM)C-(M)C","(SAB  659xSAA   17) X (SAP    1-15xDAB  528)","R3","T229","B13",45,13,"trial2","drought",NA,30,NA,NA,"4","1",NA,NA,NA,58,11.6,11.6,NA,NA,34,NA,NA,NA,NA,NA,254.01,NA,765.2891,NA,NA,NA,588.06,11.6
"9041","17ACC02055.000","Pal17C_drt",65,2055,"16ACC01146.000","LPA_777",NA,"SEQ1006 X (SUG47 X USA63) X (PVA773 X SEA5)","R3","T156","B13",45,14,"trial2","drought",NA,30,NA,NA,"1","1",NA,NA,NA,37,8.15,9.9,NA,NA,33,NA,NA,NA,NA,NA,131.54,NA,633.1861,NA,NA,NA,306.9404,10.9
"9042","17ACC02057.000","Pal17C_drt",65,2057,"14ACB00836.000","DAA_147","SZ  17572-2C F2-(CM)C-6C-(CM)C-(M)C","(SAB  659xMAZ   21) X DAB  489","R3","T338","B13",45,15,"trial2","drought",NA,32,NA,NA,"4","1",NA,NA,NA,62,12.1,9.9,NA,NA,38,NA,NA,NA,NA,NA,231.33,NA,664.5314,NA,NA,NA,539.7942,10.9
"9043","17ACC02059.000","Pal17C_drt",65,2059,"16ACC01043.000","DAZ_004","SZ  17554-0C F2-(CM)C-3C-(CM)C-(M)C","(SAP    1xMAZ   21) X (SAB  659xSAA   17)","R3","T160","B13",45,16,"trial2","drought",NA,32,NA,NA,"1","1",NA,NA,NA,76,8.4,9.9,NA,NA,37,NA,NA,NA,NA,NA,176.9,NA,414.562,NA,NA,NA,412.7852,10.9
"9044","17ACC02061.000","Pal17C_drt",65,2061,"13ACD02537.000","DAA_130","SA  26325-(M)Z  F2-8C-(CM)C-4C-(CM)C-(CM)C","DAB147 x DAB494","R3","T345","B13",45,17,"trial2","drought",NA,30,NA,NA,"4","1",NA,NA,NA,9,1.54,9.9,NA,NA,21,NA,NA,NA,NA,NA,40.82,NA,807.8035,NA,NA,NA,95.25094,10.9
"9045","17ACC02063.000","Pal17C_drt",65,2063,"16ACC01178.000","AFR_298",NA,"G6592 x A487","R3","T31","B13",45,18,"trial2","drought",NA,33,NA,NA,"4","1",NA,NA,NA,46,6.59,9.9,NA,NA,37,NA,NA,NA,NA,NA,86.18,NA,333.6752,NA,NA,NA,201.0957,10.9
"9046","17ACC02065.000","Pal17C_drt",65,2065,"16ACC01129.000","DAA_145","SZ  17572-2C F2-(CM)C-4C-(CM)C-(M)C","(SAB  659xMAZ   21) X DAB  489","R3","T159","B13",45,19,"trial2","drought",NA,33,NA,NA,"4","1",NA,NA,NA,65,13,13,NA,NA,35,NA,NA,NA,NA,NA,276.69,NA,732.0653,NA,NA,NA,630.4219,13
"9047","17ACC02067.000","Pal17C_drt",65,2067,"16ACC01231.000","DAB_588",NA,"SEQ1027xRMA70","R3","T74","B13",45,20,"trial2","drought",NA,NA,NA,NA,"1","1",NA,NA,NA,39,12.7,9.9,NA,NA,23,NA,NA,NA,NA,NA,172.36,NA,787.1312,NA,NA,NA,402.1914,10.9
"9048","17ACC02069.000","Pal17C_drt",65,2069,"16ACC01250.000","DAB_525",NA,"(KAT   B1xSAB  618) X (SAB  623xSAB  627)","R3","T52","B13",45,21,"trial2","drought",NA,31,NA,NA,"1","1",NA,NA,NA,59,10.5,10.5,NA,NA,34,NA,NA,NA,NA,NA,272.16,NA,816.1045,NA,NA,NA,637.9195,10.5
"9049","17ACC02071.000","Pal17C_drt",65,2071,"16ACC01052.000","SAB_712",NA,"(ABA   58xICA QUIMBAYA)F1xSAB  258","R3","T105","B13",44,21,"trial2","drought",NA,31,NA,NA,"1","1",NA,NA,NA,66,9.24,9.24,NA,NA,30,NA,NA,NA,NA,NA,435.45,NA,1183.694,NA,NA,NA,1035.026,9.24
"9050","17ACC02073.000","Pal17C_drt",65,2073,"14ACB01086.000","DAN_046","NA  26682-5C F2-(CM)C-4C-(CM)C-(M)C","(NUA537 x MAZ21) x DAB441","R3","T289","B13",44,20,"trial2","drought",NA,34,NA,NA,"4","1",NA,NA,NA,14,2.63,9.9,NA,NA,35,NA,NA,NA,NA,NA,54.43,NA,692.4454,NA,NA,NA,127.009,10.9
"9051","17ACC02075.000","Pal17C_drt",65,2075,"16ACC01033.000","DAA_065","AS  17540-16C F2-(CM)C-4C-(CM)C-(M)C","(SAB  659xSAA   17) X (SAP    1-15xDAB  528)","R3","T171","B13",44,19,"trial2","drought",NA,30,NA,NA,"4","1",NA,NA,NA,56,10.3,10.3,NA,NA,32,NA,NA,NA,NA,NA,322.05,NA,1019.714,NA,NA,NA,756.5442,10.3
"9052","17ACC02077.000","Pal17C_drt",65,2077,"16ACC01010.000","RAA_021",NA,"SUG   50 x DRK   16","R3","T107","B13",44,18,"trial2","drought",NA,34,NA,NA,"4","2",NA,NA,NA,30,7.4,9.9,NA,NA,31,NA,NA,NA,NA,NA,145.15,NA,861.7297,NA,NA,NA,338.6985,10.9
"9053","17ACC02079.000","Pal17C_drt",65,2079,"15ACD00612.000","DAA_101","SA  26740-(M)CF2-3C-(CM)C-(M)C","DAB  525 x DAB  317","R3","T326","B13",44,17,"trial2","drought",NA,30,NA,NA,"1","1",NA,NA,NA,32,10.5,9.9,NA,NA,38,NA,NA,NA,NA,NA,181.44,NA,1009.853,NA,NA,NA,423.379,10.9
"9054","17ACC02081.000","Pal17C_drt",65,2081,"16ACC01026.000","DAA_153","SZ  17572-4C F2-(CM)C-5C-(CM)C-(M)C","(SAB  659xMAZ   21) X DAB  489","R3","T163","B13",44,16,"trial2","drought",NA,30,NA,NA,"1","1",NA,NA,NA,37,7.4,9.9,NA,NA,30,NA,NA,NA,NA,NA,122.47,NA,589.5264,NA,NA,NA,285.7762,10.9
"9055","17ACC02083.000","Pal17C_drt",65,2083,"16ACC01087.000","DAN_029",NA,NA,"R3","T151","B13",44,15,"trial2","drought",NA,30,NA,NA,"4","1",NA,NA,NA,37,8.82,9.9,NA,NA,29,NA,NA,NA,NA,NA,136.08,NA,655.04,NA,NA,NA,317.5343,10.9
"9056","17ACC02085.000","Pal17C_drt",65,2085,"15ACD01100.000","DAA_054","AS  17573-9C F2-(CM)C-5C-(CM)C-(M)C","DAB  489 X (SAB  659xSAA   17)","R3","T266","B13",44,14,"trial2","drought",NA,31,NA,NA,"1","1",NA,NA,NA,39,8.73,9.9,NA,NA,37,NA,NA,NA,NA,NA,145.15,NA,662.869,NA,NA,NA,338.6985,10.9
"9057","17ACC02087.000","Pal17C_drt",65,2087,"15ACD00606.000","DAA_099","SA  26726-(M)CF2-4C-(CM)C-(M)C","DAB   74 x DAB  295","R3","T309","B13",44,13,"trial2","drought",NA,30,NA,NA,"4","1",NA,NA,NA,48,10.3,9.9,NA,NA,32,NA,NA,NA,NA,NA,195.04,NA,723.6986,NA,NA,NA,455.1138,10.9
"9058","17ACC02089.000","Pal17C_drt",65,2089,"16ACC00791.000","DAA_110",".  24609 -2 F2 -(CM)W-(CM)W-(CM)W-1 Z-(CM)Z-(M)Z","AFR640x(AFR640xG23823E)","R3","T223","B12",43,13,"trial2","drought",NA,35,NA,NA,"4","1",NA,NA,NA,44,10.5,9.9,NA,NA,33,NA,NA,NA,NA,NA,199.58,NA,807.8665,NA,NA,NA,465.7076,10.9
